neg,neu,pos,preds,category,texts,processed,wc,uwc,hit
0.4048349681881602,0.34092944952116355,0.2542355822906761,neg,pos,ระบบที่อังกฤษจะเอามาใช้เป็นแบบรบกวนอย่างเดียวครับ มีบริษัทที่ผลิตระบบป้องกันแบบยิงให้ร่วงเหมือนกันแต่ตามข่าวคือไม่น่าจะเอามาใช้ครับ,ระบบ|ที่|อังกฤษ|จะ|เอา|มา|ใช้|เป็น|แบบ|รบกวน|อย่าง|เดียว|ครับ|มี|บริษัท|ที่|ผลิต|ระบบ|ป้องกัน|แบบ|ยิง|ให้|ร่วง|เหมือนกัน|แต่|ตาม|ข่าว|คือ|ไม่|น่าจะ|เอา|มา|ใช้|ครับ,34,27,False
0.23154363098519923,0.5800816576079372,0.18837471140686363,neu,neu,โห ใช้เจ้านี้อยู่พอดี เซ็ง - -,โห|ใช้|เจ้า|นี้|อยู่|พอดี|เซ็ง|-|-,9,8,True
0.07183031214517953,0.6807692123895989,0.24740047546522154,neu,neu,ใครลงทุนอยู่ เก็บเงินสดไว้ให้ดีครับ จะขยายวงไปถึงขั้นรบกันผ่านตัวแทนสหรัฐที่ไต้หวันไหมเอ่ย,ใคร|ลงทุน|อยู่|เก็บ|เงินสด|ไว้|ให้|ดี|ครับ|จะ|ขยายวง|ไป|ถึงขั้น|รบ|กัน|ผ่าน|ตัวแทน|สหรัฐ|ที่|ไต้หวัน|ไหม|เอ่ย,22,22,True
0.5040535119312555,0.4056938978164895,0.0902525902522551,neg,neu,"RX560X น่าจะเล่นเกมแรงๆ ไม่ได้แน่ เว้นแต่แนว Mainstream พวก Fortnite, PUBG, CS:GO ไม่ก็พวกเกมเก่า","rx|560|x|น่าจะ|เล่น|เกม|แรง|ๆ|ไม่|ได้|แน่|เว้นแต่|แนว|mainstream|พวก|fortnite|,|pubg|,|cs|:|go|ไม่|ก็|พวก|เกม|เก่า",27,23,False
0.2871152034393925,0.5118245065307279,0.20106029002987968,neu,neu,รอดูว่าจะมียี่ห้อไหนบังคับใช้สายกับที่ชาร์จเฉพาะของตัวเองเป็นเจ้าแรก,รอ|ดู|ว่า|จะ|มี|ยี่ห้อ|ไหน|บังคับใช้|สาย|กับ|ที่|ชาร์จ|เฉพาะ|ของ|ตัวเอง|เป็น|เจ้า|แรก,18,18,True
0.5580640943079032,0.4054965018488365,0.03643940384326019,neg,neu,แสดงว่าเกี่ยวกับ HW มากกว่าหรอ ถ้าทำบน Xs / Xr ไม่ได้,แสดงว่า|เกี่ยวกับ|hw|มากกว่า|หรอ|ถ้า|ทำ|บน|xs|/|xr|ไม่|ได้,13,13,False
0.5790758927776019,0.2336961839828467,0.18722792323955156,neg,neg,อัพตามกันไม่ไหวแล้วสิครับ ราคาเปิดมาแพงเกินเหตุจริงๆ Xr นี่มันควรจะอยู่แถวๆ 2.4 หมื่นก็พอ ส่วน Xs ก็ไม่ควรจะเกิน 3.2 หมื่น ผมและหลายๆ คนที่ไปซื้อ Xr ที่ญี่ปุ่นได้ราคา 2.45 หมื่น (รวมทั้งคนที่ใช้ส่วนลดของ AIS Serenade ลดเครื่องเปล่าไปตัวละห้าพัน เหลือ 2.5 หมื่น) ราคาเท่านี้ยอมรับได้อยู่ แต่ให้จัดเต็ม 2.99 หมื่น ผมว่าของมันดีนะ แต่ไม่น่าแพงขนาดนั้น,อัพ|ตาม|กัน|ไม่|ไหว|แล้ว|สิ|ครับ|ราคา|เปิด|มา|แพง|เกิน|เหตุ|จริงๆ|xr|นี่|มัน|ควรจะ|อยู่|แถวๆ|2.4|หมื่น|ก็|พอ|ส่วน|xs|ก็|ไม่|ควรจะ|เกิน|3.2|หมื่น|ผม|และ|หลาย|ๆ|คน|ที่|ไป|ซื้อ|xr|ที่|ญี่ปุ่น|ได้ราคา|2.45|หมื่น|(|รวม|ทั้งคน|ที่|ใช้|ส่วนลด|ของ|ais|serenade|ลด|เครื่อง|เปล่า|ไป|ตัว|ละ|ห้า|พัน|เหลือ|2.5|หมื่น|)|ราคา|เท่านี้|ยอม|รับได้|อยู่|แต่|ให้|จัด|เต็ม|2.99|หมื่น|ผม|ว่า|ของ|มันดี|นะ|แต่|ไม่|น่า|แพง|ขนาด|นั้น,90,71,True
0.37515489138808555,0.42651961810726136,0.1983254905046531,neu,neu,แม้บัญชีดังกล่าวจะถูกลบอย่างรวดเร็ว => แม้ทวีตดังกล่าวจะถูกลบอย่างรวดเร็ว,แม้|บัญชี|ดังกล่าว|จะ|ถู|กลบ|อย่าง|รวดเร็ว|=>|แม้|ทวีต|ดังกล่าว|จะ|ถู|กลบ|อย่าง|รวดเร็ว,17,10,True
0.26384735684234734,0.6363164972451538,0.09983614591249883,neu,neg,ขัดๆ ตายังไงไม่รุ้ตรงติ่ง,ขัด|ๆ|ตา|ยังไง|ไม่|รุ้|ตรง|ติ่ง,8,8,False
0.6099089066686662,0.26254986288650206,0.12754123044483184,neg,neu,"วาง position เท่ากัน ราคาขายก็คงเท่ากับ RTX2080 สินะ -_-""","วาง|position|เท่ากัน|ราคาขาย|ก็|คง|เท่ากับ|rtx|2080|สิ|นะ|-|_|-|""",15,14,False
0.09321113990187775,0.6679376344852477,0.23885122561287447,neu,neg,คดในข้อ งอในบอดี้,คด|ใน|ข้อ|งอ|ใน|บอดี้,6,5,False
0.12271395651443599,0.6363692914381207,0.24091675204744314,neu,neu,ราคารับได้ แต่เปิด ray แล้วจะใช้งานได้จริงหรือเปล่าค่อยว่ากัน,ราคา|รับได้|แต่|เปิด|ray|แล้|วจะ|ใช้งาน|ได้|จริง|หรือเปล่า|ค่อย|ว่า|กัน,14,14,True
0.39955626728148874,0.41680739326744365,0.18363633945106766,neu,neg,น่าจะเป็น UHS-II จะดีกว่านี้,น่าจะเป็น|uhs-ii|จะ|ดีกว่า|นี้,5,5,False
0.09959917970066803,0.40514134685771525,0.4952594734416167,pos,neg,ถูกลืมนอกยุโรป,ถูก|ลืม|นอก|ยุโรป,4,4,False
0.3335406222950352,0.4739407509486802,0.1925186267562845,neu,neu,เค้าคำนวนมาให้แล้วครับ เฉลี่ยเอา 30 วัน 2GB พอดี (หยอกๆ),เค้า|คำ|นว|น|มา|ให้|แล้ว|ครับ|เฉลี่ย|เอา|30|วัน|2|gb|พอดี|(|หยอก|ๆ),18,18,True
0.30408332698472074,0.4323659869795606,0.2635506860357187,neu,neu,ต้องต่อเน็ทด้วยสินะ,ต้อง|ต่อ|เน็ท|ด้วย|สิ|นะ,6,6,True
0.5215015505349236,0.20751683757914632,0.27098161188593006,neg,neg,หลือแค่ตั้งราคาเลยแต่ไลน์สินค้ามาแบบนี้มีแววโดนด่าไว้ก่อนละ,ห|ลือ|แค่|ตั้งราคา|เลย|แต่|ไลน์|สินค้า|มา|แบบนี้|มี|แวว|โดน|ด่า|ไว้|ก่อน|ละ,17,17,True
0.3910948071449395,0.5121551937868066,0.09674999906825374,neu,neu,อ้าว Redmi นี่ไม่ใช่ของ Oppo รึ,อ้าว|redmi|นี่|ไม่|ใช่|ของ|oppo|รึ,8,8,True
0.4523841245595139,0.27289222906729904,0.27472364637318714,neg,neg,สงสัยไปเจรจาเรื่องการขาย และรับมือบริษัทจีนที่พร้อมใจกันออกมาตราการคว่ำบาตร iPhone แต่ก็มีโอกาสโดนควบคุมตัวอยู่ ตอนนี้พี่จีนก็ควบคุมตัวชาวแคนาดาไป 2 คนแล้ว,สงสัย|ไป|เจรจา|เรื่อง|การ|ขาย|และ|รับมือ|บริษัท|จีน|ที่|พร้อมใจกัน|ออก|มาตรา|การ|คว่ำบาตร|iphone|แต่|ก็|มีโอกาส|โดน|ควบคุมตัว|อยู่|ตอนนี้|พี่|จีน|ก็|ควบคุมตัว|ชาว|แคนาดา|ไป|2|คน|แล้ว,34,29,True
0.65354463859602,0.23335153163705954,0.11310382976692054,neg,pos,ไม่เห็นเป็นไร คอมมีหลายเครื่อง เล่นเกมก็อีกเครื่องนึง,ไม่|เห็น|เป็นไร|คอม|มี|หลาย|เครื่อง|เล่น|เกม|ก็|อีก|เครื่อง|นึง,13,12,False
0.19259100451913755,0.6942703481733218,0.11313864730754061,neu,neu,ใจจริงอยากให้ทำลงมือถือด้วยนะ หนังใน Google Play Movie ขายแพงเกิน แถมยังแยก SD กับ HD อีก ถ้า Apple ทำมาลง เชื่อว่ามีโอกาสแย่งตลาดจากกูเกิลในส่วนนี้ได้ด้วย,ใจจริง|อยาก|ให้|ทำ|ลง|มือถือ|ด้วย|นะ|หนัง|ใน|google|play|movie|ขาย|แพง|เกิน|แถม|ยัง|แยก|sd|กับ|hd|อีก|ถ้า|apple|ทำ|มา|ลง|เชื่อ|ว่า|มีโอกาส|แย่ง|ตลาด|จาก|กูเกิล|ใน|ส่วน|นี้|ได้|ด้วย,40,36,True
0.5158676058717132,0.4272485923373889,0.05688380179089798,neg,neg,แพง แต่ไม่มีของเล่นใหม่น่าตื่นเต้นเลย แอบผิดกวังเล็กน้อย,แพง|แต่|ไม่|มี|ของเล่น|ใหม่|น่าตื่นเต้น|เลย|แอบ|ผิดก|วัง|เล็กน้อย,12,12,True
0.33471379219640024,0.5418733944040269,0.12341281339957291,neu,neu,ขายดีมาก จนลดกำลังผลิตแทบไม่ทันอีกแล้ว รุ่นหน้าต้องตั้งราคาให้ถึงหกหลักนะครับ จะได้ทำลายสถิติมากๆ,ขาย|ดีมาก|จน|ลด|กำลังผลิต|แทบ|ไม่|ทัน|อีกแล้ว|รุ่น|หน้า|ต้อง|ตั้งราคา|ให้|ถึง|หก|หลัก|นะ|ครับ|จะ|ได้|ทำลายสถิติ|มาก|ๆ,24,24,True
0.3573618218022706,0.5579171849189143,0.0847209932788152,neu,neg,"จอแบบนี้จะติดฟิล์มกันรอยได้ไหมเนี่ย - -""","จอ|แบบนี้|จะ|ติด|ฟิล์ม|กัน|รอย|ได้|ไหม|เนี่ย|-|-|""",13,12,False
0.5945626987165764,0.29778018979067017,0.10765711149275345,neg,neg,แพง,แพง,1,1,True
0.4878400460571721,0.3520740524025019,0.16008590154032593,neg,neg,อ่อ แปลว่าถึง google จะลบไปแล้ว แต่ผมสามารถใช้ VPN มุดออกไปนอกยุโรปก็ยังค้นเจออยู่ดี,อ่อ|แปล|ว่า|ถึง|google|จะ|ลบ|ไป|แล้ว|แต่|ผม|สามารถ|ใช้|vpn|มุด|ออก|ไปนอก|ยุโรป|ก็|ยัง|ค้น|เจอ|อยู่ดี,23,23,True
0.0588328506402466,0.3884140730638976,0.5527530762958558,pos,pos,รอมานาน,รอ|มา|นาน,3,3,True
0.6203114280291884,0.09006651962356259,0.28962205234724886,neg,neg,พูดเรื่องนี้แล้วเหนื่อย ในเกรู๊ปเครือญาติผมต้องคอยแก้พวกข่าวปลอมที่ญาติ ๆชอบเอามาแชร์กันในกลุ่มแทบทุกวันบางอันแชร์แล้วก็แชร์อีก จะนิ่ง ๆก็กลัวเอาไปทำกันจริง ๆพวกข่าวกินอันนี้แล้วโรคหาย กินนี่กับนี่แล้วตาย,พูด|เรื่อง|นี้|แล้ว|เหนื่อย|ใน|เก|รู๊ป|เครือญาติ|ผม|ต้อง|คอย|แก้|พวก|ข่าว|ปลอม|ที่|ญาติ|ๆ|ชอบ|เอา|มา|แชร์|กัน|ใน|กลุ่ม|แทบ|ทุกวัน|บาง|อัน|แชร์|แล้วก็|แชร์|อีก|จะ|ก็|กลัว|เอา|ไป|ทำ|กัน|พวก|ข่าว|กิน|อันนี้|แล้ว|โรค|หาย|กิน|นี่|กับ|นี่|แล้ว|ตาย,54,43,True
0.3335159127147799,0.32178247786827113,0.34470160941694894,pos,neu,กระจกแตกค่าเปลี่ยนเท่าไรล่ะเนี้ย,กระจก|แตก|ค่า|เปลี่ยน|เท่าไร|ล่ะ|เนี้ย,7,7,False
0.32421168283934654,0.5129545916632404,0.1628337254974131,neu,neg,มีกิ้กเปล่า,มี|กิ้ก|เปล่า,3,3,False
0.4588175321854035,0.4563414743080645,0.08484099350653189,neg,neg,นึกว่าตายไปแล้ว Moto,นึก|ว่า|ตาย|ไป|แล้ว|moto,6,6,True
0.504828850794484,0.1915237736891469,0.30364737551636906,neg,neu,ติ่งออกนอกจอ 555,ติ่ง|ออก|นอก|จอ|5|xxrep,6,6,False
0.2587950295105936,0.493287912781139,0.24791705770826736,neu,neu,กดแล้วไปแสดงราคากับรายละเอียดที่มือถือ แล้วให้ก็กดยืนยันการสั่งซื้อ,กด|แล้วไป|แสดง|ราคา|กับ|รายละเอียด|ที่|มือถือ|แล้ว|ให้|ก็|กด|ยืนยัน|การสั่งซื้อ,14,13,True
0.2584554169147214,0.41675290048977304,0.32479168259550556,neu,pos,เหมาะจะซื้อให้พ่อมาก,เหมาะ|จะ|ซื้อ|ให้|พ่อ|มาก,6,6,False
0.24289105893189472,0.7162794797073683,0.0408294613607371,neu,neg,นายๆรู้ยัง twitter มันมี version lite เป็น PWA มันใช้ได้เหมือน app เลย ฉะนั้น ไปใช้ iphone ฟังไม่ขึ้นเท่าไหร่นะ ยิ่งเป็น tech company ด้วยแล้วเนี่ย,นาย|ๆ|รู้|ยัง|twitter|มัน|มี|version|lite|เป็น|pwa|มัน|ใช้ได้|เหมือน|app|เลย|ฉะนั้น|ไป|ใช้|iphone|ฟังไม่ขึ้น|เท่าไหร่|นะ|ยิ่ง|เป็น|tech|company|ด้วย|แล้ว|เนี่ย,30,28,False
0.3276340556137455,0.42876116222002275,0.24360478216623174,neu,neu,xiaomi ก็ออก power bank ตัว PD มานานแล้วไม่ใช่หรอครับ Xiaomi ZMI ตัวนี้เอง ก็เป็น PD เหมือนกัน และมีมาสักพักนึงแล้ว เห็นในข่าวบอกปล่อยให้ค่ายอื่นขายมานาน หรือ ผมเข้าใจอะไรผิด,xiaomi|ก็|ออก|power|bank|ตัว|pd|มา|นาน|แล้ว|ไม่|ใช่|หรอ|ครับ|xiaomi|zmi|ตัว|นี้|เอง|ก็|เป็น|pd|เหมือนกัน|และ|มี|มา|สักพัก|นึง|แล้ว|เห็น|ใน|ข่าว|บอก|ปล่อย|ให้|ค่าย|อื่น|ขาย|มา|นาน|หรือ|ผม|เข้าใจ|อะไร|ผิด,45,37,True
0.3196231659620525,0.5134470460045824,0.16692978803336522,neu,neg,Thunderbird เนี่ย พอเมลเยอะๆแล้วรู้สึกมันอืดจนหงุดหงิด ลองอยู่หลายเวอชั่น จนสุดท้ายต้องเลิกใช้หวังว่าจะแก้ตรงนี้ด้วยนะ,thunderbird|เนี่ย|พอ|เมล|เยอะ|ๆ|แล้ว|รู้สึก|มัน|อืด|จน|หงุดหงิด|ลอง|อยู่|หลาย|เวอชั่น|จน|สุดท้าย|ต้อง|เลิกใช้|หวัง|ว่า|จะ|แก้|ตรงนี้|ด้วย|นะ,27,26,False
0.45128236712705416,0.5248223973192746,0.023895235553671287,neu,neu,รู้สึกว่า Poland ไม่ได้เป็นพันธมิตรกับสหรัฐฯ หรือเปล่า น่าจะไม่มีปัญหาเหมือน Canada ที่กลายเป็นเหยื่อล่อของสหรัฐฯ ให้กับทางการจีนไปแล้ว,รู้สึก|ว่า|poland|ไม่|ได้|เป็น|พันธมิตร|กับ|สหรัฐฯ|หรือเปล่า|น่าจะ|ไม่|มีปัญหา|เหมือน|canada|ที่|กลายเป็น|เหยื่อ|ล่อ|ของ|สหรัฐฯ|ให้|กับ|ทางการ|จีน|ไป|แล้ว,27,24,True
0.2752705124726612,0.5368016889927849,0.18792779853455382,neu,neu,ยืนยันครับ แต่ของผมใช้เกิน 4TB ไปเยอะ เพราะเก็บไฟล์สีีชมพูเอาไว้,ยืนยัน|ครับ|แต่|ของ|ผม|ใช้|เกิน|4|tb|ไป|เยอะ|เพราะ|เก็บ|ไฟล์|สี|ี|ชมพู|เอาไว้,18,18,True
0.41156125004948185,0.4321836408424638,0.15625510910805426,neu,neu,ใช้ S8 กำลังสวดมนต์,ใช้|s|8|กำลัง|สวดมนต์,5,5,True
0.10295725812656388,0.8721000576955297,0.024942684177906422,neu,neu,มันยังไม่มีตัว RTX2050 นะครับ,มัน|ยัง|ไม่|มี|ตัว|rtx|2050|นะ|ครับ,9,9,True
0.46561591321269885,0.30182513709254916,0.2325589496947519,neg,neg,หรือว่านี่คือสัญญาณของ…,หรือว่า|นี่|คือ|สัญญาณ|ของ|…,6,6,True
0.2719186879148129,0.5180829163035134,0.20999839578167379,neu,neg,บกพร่องโดยสุจริต😅,บกพร่อง|โดยสุจริต|😅,3,3,False
0.5016252171844217,0.38972602687107755,0.10864875594450071,neg,neu,รอดู Redmi Note 7 Pro ที่ใช้กล้อง 48MP ของ Sony ก่อน ไม่ค่อยเชื่อใจ Samsung แต่ถ้าออกมาผลงานไม่ต่างกันมากคงเสร็จตัวนี้ 55,รอ|ดู|redmi|note|7|pro|ที่|ใช้|กล้อง|48|mp|ของ|sony|ก่อน|ไม่ค่อย|เชื่อใจ|samsung|แต่|ถ้า|ออกมา|ผลงาน|ไม่|ต่างกัน|มาก|คง|เสร็จ|ตัว|นี้|55,29,29,False
0.19512533844111513,0.6597569719405113,0.14511768961837354,neu,neu,iOS จะได้ใช้มั้ยน้า,ios|จะ|ได้|ใช้|มั้ย|น้า,6,6,True
0.3737960706808472,0.5395831350452932,0.08662079427385969,neu,neu,เคยลองแล้ว ก็น่าจะใกล้เคียงกับ GTX1050 นะครับ เล่นพอไหว แต่ปรับแรงไม่น่าไหว,เคย|ลอง|แล้ว|ก็|น่าจะ|ใกล้เคียง|กับ|gtx|1050|นะ|ครับ|เล่น|พอ|ไหว|แต่|ปรับ|แรง|ไม่|น่า|ไหว,20,19,True
0.259534427149166,0.6915661186973681,0.048899454153465895,neu,neg,งงว่าทำไมมองเป็นความพยายามซ่อน เพราะมันเป็นการแปลงโดยโมเดลที่คนสร้างอาจตั้งโจทย์แค่ว่าให้แปลงภาพเป็นแผนที่โดยให้รายละเอียดหายน้อยที่สุด,งง|ว่า|ทำไม|มอง|เป็น|ความพยายาม|ซ่อน|เพราะ|มัน|เป็นการ|แปลง|โดย|โมเดล|ที่|คน|สร้าง|อาจ|ตั้ง|โจทย์|แค่|ว่า|ให้|แปลง|ภาพ|เป็น|แผนที่|โดย|ให้|รายละเอียด|หาย|น้อยที่สุด,31,26,False
0.20972228897747125,0.6792328939162712,0.11104481710625748,neu,neu,บล็อก Youtube ให้หน่อย :D,บล็อก|youtube|ให้|หน่อย|:|d,6,6,True
0.2286457213710464,0.5076873485172116,0.263666930111742,neu,neu,แสดงว่าปีนี้ Pixel 4 จะได้เป็นแชมป์มือถือกล้องหลังตัวเดียวชัวร์ๆแล้ว,แสดงว่า|ปี|นี้|pixel|4|จะ|ได้|เป็น|แชมป์|มือถือ|กล้อง|หลัง|ตัว|เดียว|ชัวร์|ๆ|แล้ว,17,17,True
0.08793763273173925,0.44790849492031315,0.4641538723479475,pos,neu,หากตัว Drone มีให้ใส่ Sim หรือต่อกับ WIFI ในบ้าน ส่วน Remote ก็มี Sim หรือต่อกับ WIFI แต่อยู่คนละที่ และสามารถใช้งานได้แบบเดียวกับกล้อง IP Camera น่าจะดีนะผมว่า โดยเฉพาะงานสำรวจพื้นที่เสี่ยง หรือกู้ภัยต่างๆ,หาก|ตัว|drone|มี|ให้|ใส่|sim|หรือ|ต่อ|กับ|wifi|ใน|บ้าน|ส่วน|remote|ก็|มี|sim|หรือ|ต่อ|กับ|wifi|แต่|อยู่|คนละ|ที่|และ|สามารถ|ใช้งาน|ได้|แบบ|เดียว|กับ|กล้อง|ip|camera|น่าจะ|ดี|นะ|ผม|ว่า|โดยเฉพาะ|งาน|สำรวจ|พื้นที่|เสี่ยง|หรือ|กู้ภัย|ต่างๆ,49,41,False
0.4805796415165579,0.14081111064266177,0.3786092478407804,neg,neu,max m2 snap632 ram 3gb แค่ 4990 เอง,max|m|2|snap|632|ram|3|gb|แค่|4990|เอง,11,11,False
0.2623909261604434,0.6797816783833941,0.0578273954561626,neu,neu,ในฐานะคนที่ไม่รู้เรื่องพวกสิทธิบัตร คือจดแบบนี้แล้วคนอื่นห้ามทำตามเหรอครับ? คืออันนี้มันปกติมากเลยนะครับ,ใน|ฐานะ|คน|ที่|ไม่|รู้เรื่อง|พวก|สิทธิบัตร|คือ|จด|แบบนี้|แล้ว|คนอื่น|ห้าม|ทำตาม|เหรอ|ครับ|?|คือ|อันนี้|มัน|ปกติ|มาก|เลย|นะ|ครับ,26,24,True
0.690399947108172,0.23699474974298124,0.0726053031488468,neg,neg,ไม่นึกว่าจะออกมาในรูปแบบนี้อึ้งนิดๆ แต่ไม่แปลกใจขนาดยี่ห้อ H (เคสหน่วยความจำ) ยังทำได้....อุฟ,ไม่|นึก|ว่า|จะ|ออกมา|ใน|รูป|แบบนี้|อึ้ง|นิดๆ|แต่|ไม่|แปลกใจ|ขนาด|ยี่ห้อ|h|(|เคส|หน่วยความจำ|)|ยัง|ทำได้|.|xxrep|อุ|ฟ,26,25,True
0.25063988483687,0.6624130295491588,0.08694708561397121,neu,neu,โหดจริงเลยMI pocoตบตลาดบน(8xx) redmiตบตลาดกลาง(65x-66x) แล้วจะตบตลาดล่างอีกไหมเนี่ย(62x-63x),โหด|จริง|เลย|mi|poco|ตบ|ตลาด|บน|(|8|xx|)|redmi|ตบ|ตลาด|กลาง|(|65|x-|66|x|)|แล้|วจะ|ตบ|ตลาด|ล่าง|อีก|ไหม|เนี่ย|(|62|x-|63|x|),36,26,True
0.20428591310771016,0.3897338550352317,0.4059802318570581,pos,neu,ยากตรงการพิสูจน์ตัวตนเพื่อกำหนดสิทธิ์เข้าถึงข้อมูลล่ะมั๊ง,ยาก|ตรง|การพิสูจน์|ตัวตน|เพื่อ|กำหนด|สิทธิ์|เข้าถึง|ข้อมูล|ล่ะ|มั๊ง,11,11,False
0.35433852203586225,0.4903008978877262,0.15536058007641146,neu,neu,อ่าว iPhone X ในมือสั่นเลย ทำได้เฉพาะใน iPhone X แต่กับ Xs ไม่ได้,อ่าว|iphone|x|ใน|มือ|สั่น|เลย|ทำได้|เฉพาะ|ใน|iphone|x|แต่|กับ|xs|ไม่|ได้,17,14,True
0.1867686903776164,0.685259161432289,0.12797214819009445,neu,neu,ราคาประมาณนี้จะได้ฉุดราคาพวก 10x0 ในตลาดได้หน่อย,ราคา|ประมาณ|นี้|จะ|ได้|ฉุด|ราคา|พวก|10|x|0|ใน|ตลาด|ได้|หน่อย,15,13,True
0.18919991487751692,0.7347552176075168,0.07604486751496632,neu,neu,ไม่ใช่ 1 เมษายน ใช่มั้ย,ไม่|ใช่|1|เมษายน|ใช่|มั้ย,6,5,True
0.1375647571664055,0.5547237150493749,0.30771152778421956,neu,neu,ในข่าวตัวเลขตก * ไปนะครับ ที่ถูกคือ * 3 9 9 * 1 1 2 #,ใน|ข่าว|ตัวเลข|ตก|*|ไป|นะ|ครับ|ที่|ถูก|คือ|*|3|9|9|*|1|1|2|#,20,16,True
0.2597720698889979,0.5541148622433674,0.1861130678676347,neu,neg,ผมว่าวิธีนี้แหละที่ทำให้บริษัทประกันมีกำไรมหาศาล ไม่บอกรายละเอียดที่ควรทราบให้ลูกค้าก่อนทำประกัน หรือยกเลิกโดยอ้างเหตุผลที่ไม่อยู่ในเอกสารหรือข้อตกลง เหมือนทำนาบนหลังคนจริงๆ,ผม|ว่า|วิธี|นี้แหละ|ที่|ทำให้|บริษัท|ประกัน|มี|กำไร|มหาศาล|ไม่|บอก|รายละเอียด|ที่|ควร|ทราบ|ให้|ลูกค้า|ก่อน|ทำ|ประกัน|หรือ|ยกเลิก|โดย|อ้าง|เหตุผล|ที่|ไม่|อยู่|ใน|เอกสาร|หรือ|ข้อตกลง|เหมือน|ทำนาบนหลังคน|จริงๆ,37,32,False
